"458321394,2025-07-03T06:38:48Z,1404/04/12 10:08,rahim750,rahimgol75,quote,سلام اره نظر خوبیه .ولی زن وبچه و طلبکار نمیزاره خودمون رو به ارامش بسپاریم"
"458321389,2025-07-03T06:37:54Z,1404/04/12 10:07,لسان الغیب,asphd,quote,یکی از ژاپنی ها گفت چرا انقدر منفی بافی. تصمیم گرفتم همش رو مثبت کنم برای شادی دلها. بارش ها 40 درصد رشد،  نیروگاه های برق اتمی جدید. ترکیبی در حال احداث،  تولید گاز رشد 50 درصد از پارس جنوبی. اینترنت فیبر نوری با رشد نفوذ موثر 80 درصد \n شکست مقاومتهای شاخص، مکانیزم مذاکره رو در رو فعال و تبدیل سیپاه به ژاندارم منطقه ، با گشت به NPT،، سرمایه‌گذاری بالای 50 میلیارد دلار در بخش صنعت ، همینقدر درآمد رشد توریست، افت 3 درصدی بیتکوین و احتمال تشدید ریزش به زیر 70 در تابستان دلپذطر 1404. رشد سود صنایع از تا 25 درصد و احتمال رشد شاخص به 12 میلیون تا آخر 2025"
"458321382,2025-07-03T06:35:30Z,1404/04/12 10:05,سهام نگر,saminsana33,twit,#شاخص_بورس \nروند ورود سرمایه دولت به بازار اینطوره که سرمایه دولت و بانک مرکزی توسط بانک های دولتی با خرید سهام بانکی وارد بازار میشه وصندوق ها که سهام بانکی خود را به بانک ها فروخته اند نقد میشن و می تونن صف های مربوط به سهام خود را جمع کنن .و اینکار سلسه مراتبی انجام می شه. در واقع بازار چند سهم لیدر دولتی داره دولت با جمع کردن سهام خود به بازار نقدینگی تزریق میکنه. برعکس وقتی دولت سهام بانکی را می فروشه نقدینگی جذب دولت میشه و نقدینگی صندوق ها با خرید سهام بانکی جذب دولت میشه و صندوق ها برا تامین نقدینگی مجبورن سهام خود را بفروشن و صف فروش ایجاد می کنن . این موضوع باعث میشه که بازار به صورت یکپارچه منفی یا مثبت عمل کنه . تو بعضی روز ها برخی سهام برعکس بازار هستن و این موضوع می تونه به علت به حداقل یا حداکثر حجم در اختیار صندوق ها بستگی داشته باشه .\nاین روند چه درست و چه غلط تا موقعی پایداره که بازار عمق  مناسبی نداشته باشه هرچه تعداد افراد وشرکت های معامله گر بیشتر شوند نقش دولت کمتر میشه و  با توجه به  میزان شناوری پایین اکثر سهام این موضوع حالا حالا ها ادامه داره. نتیجتا با توجه به اینکه دولت مجبور به خلق پول هست وبازار هم عمق و نقدینگی کمی داره و تو این مقطع نمی تونه  دولت را تامین مالی مناسب کنه  بازار سعی می کنه با افزایش تورم ، و فروش بالاتر طلا ودلار نقدینگی جمع کنه و از طرفی با جذاب کردن بورس برخی نقدینگی بازار را جذب کنه . باور کنین بازار ها طوری هستن که اگه آتشفشان هم بشه برخی صرفا با روند بازار نقدینگی خود را وارد بازار می کنن.تو چند سال گذشته دولت ها به  بورس جهت جذب نقدینگی اهمیتی نمی دادن شاید به علت رشد عجیب سال 98 و غیر منطقی بودن قیمت ها بود ولی الان قیمت ها همه جذاب هستن و این موضوع باعث شده که دولت جدید متقاوت تر به بازار نگاه کنه شاید هم دل خوش به بازار جهت جمع آوری نقدینگی حاصل از تورم باشد"
"458321374,2025-07-03T06:35:03Z,1404/04/12 10:05,توکل به خدا,ok130130,twit,#مبین #بفجر \nمصوبه ۷۵۷ مورخه ۱۰ تیرماه۱۴۰۴  شورای رقابت دراتباط بارفع ابهام ها وفرمول قیمت گذاری یوتیلیتی در سایت شورای رقابت منتشر شد.۱.تقریبا همان فرمول قبلی است .۲. نرخ ها مربوط به هرسال  درهمان سال اعلام می‌شود۳..شرکت ملی پتروشیمی صلاحیت اعلام نرخ ها طبق فرمول اعلامی را دارد چون سهام فارس را فروخته ودیگر ذینفع نیست."
"458321356,2025-07-03T06:30:48Z,1404/04/12 10:00,.,nacrin,twit,نمیشد یه هفته دیگه بورس بسته میموند ۱۵ درصد دیگه منفی نمیخوردیم.اینم سال حمایت از سرمایه گزاری و تولید ملی!!!"
"458321345,2025-07-03T06:29:21Z,1404/04/12 09:59,حسین,h1365hossein,twit,#خساپا تا وقتی که خودرو باز بشه بازار رو مثبت نگه میدارن بعد از بازگشایی خودرو هم ممکنه یک الی دو روز مثبت باشه ولی مجدد اصلاح بازار شروع میشه.\n۶ ساله تو این بازار هستم دیگه این بازی ها قدیمی شده"
"458321338,2025-07-03T06:29:05Z,1404/04/12 09:59,امیر,farzan50,quote,#شاخص_بورس \nبندگان خدا سهامداران 99  که زیر بار تورم  این چند ساله له شدند.\nهر کسی اینجا از ظلمی که به این عزیزان شد دفاع میکنه به نوعی ظالمه\nخلاص."
"458321330,2025-07-03T06:26:31Z,1404/04/12 09:56,hamedkamal,hamedkamal,twit,#خساپا 📌اقدامات جدید بانک‌مرکزی برای حمایت از بازار سرمایه\n\nسقف اعتباری سایپا ۲.۵ برابر شد\n\n🔹کسب اطلاع خبرنگار تسنیم حاکیست، بانک مرکزی بر اساس مصوبه هیات عالی، سقف اعتباری شرکت سایپا را از مبلغ ۵۰ هزار میلیارد ریال مصوب در سال ۱۴۰۲ به ۱۲۰ هزار میلیارد ریال افزایش داد و به شبکه بانکی کشور ابلاغ نمود. \n\n🔹در این راستا شرکت مذکور می تواند تا پایان شهریور ماه ۱۴۰۴ نسبت به بهره مندی از اعتبار مصوب (۷۰ هزار میلیارد ریال تسهیلات و تعهدات جدید) از طریق منابع شبکه بانکی اقدام نماید.\n\n🔹با توجه به گستره زیاد بنگاه‌های موجود در زنجیره تولید شرکت سایپا این اقدام نقش بسیار مهمی در توسعه و افزایش تولید آنها دارد و از آنجا که سهام این شرکت همواره یکی از شاخص سازهای اصلی بازار سرمایه است انتظار می‌رود با این تامین مالی جدید و متعاقبا افزایش قابل توجه ارزش سهام این شرکت و گروه آن، ارزش بازار سرمایه نیز با رشد قابل توجهی همراه شود.\n\n.................................................................."
"458308694,2025-07-02T06:10:42Z,1404/04/11 09:40,بابک,stargate,retwit,#ثفارس\nمن سهمهای دیگه دارم بازیگرش هر روز پایانی رو 3 درصد پائین میاره"
"458316365,2025-07-02T13:20:50Z,1404/04/11 16:50,وح فر ,vah75far75,retwit,#شاخص_بورس تورم نقطه به نقطه به ۳۹.۴٪ رسیده !!!\n\nمثل اینکه ملت دیگه ملت نیستن، شاهد تورم بالا برای ساخت پنت هاس های جدید خواهیم بود !"
