"457599677,2025-05-16T06:44:09Z,1404/02/26 10:14,محمد محمد,hndc2244,quote,#شبندر \nسلام . روز خوش .\n- این که سهامدار چه تاریخی به بورس ورود کرده مهم نیست ، ملاک قضاوت پرتفوی امروز افراد است . \n- بسیار سهامداران قدیمی که به دلیل تصمیمات اشتباه هنوز هم در زیان هستند و بسیار سهامداران جدید که به دلیل انتخابهای درست از همین بازار سود سرشاری نصیبشان شده .\nاما در نهایت شاید این گفتار ناپلئون که مصداق همان ( کافر همه را به کیش خود پندارد ) خودمان است اینجا نیز کاربرد داشته باشد . \nناپلئون : همیشه غالب به مغلوب ، لقب خائن  می دهد !!!\nپاینده و با یکدیگر مهریان باشیم . \n-"
"457599647,2025-05-16T06:42:04Z,1404/02/26 10:12,بهار خودرویی نزدیکه,morde,quote,عشقی جون به همین خیار باش هه هه کارتون تمومه ترامپ جان کارش درسته"
"457599641,2025-05-16T06:41:32Z,1404/02/26 10:11,omid,omidjalilzadeh,twit,#وبملت به شبکه خبری سهام یاب نیوز خوش آمدید"
"457599627,2025-05-16T06:40:14Z,1404/02/26 10:10,177,adnan13971397,twit,#شستا الان باز برای بالا بردن قیمت سهم شستا شایع فروش تاپیکو را مطرح میکنند سپس در اوج قیمت شستا را روی سهامدار خرد خالی کنند مثل دفعه قبلی که شستا را تا بالای شش هزارتومان با توسل به جوسازی که اهداف شستا 12 هزار تومان هست بردن در نتیجه با خبران در قله خالی کردند وبی خبران هنوز در زیانند وحتی اگر فروش ویا واگذاری تاپیکو به فارس انجام هم گیرد خرید نقدی در کار نیست که موجب تغییراتی در پرتفوی شستا بوجود بیاید گذشته شستای 6 هزارتومانی آئینه عبرتی است برای آینده که بنا به مثال معروف از یک سوراخ  نباید  دو بار گزیده شوی"
"457599616,2025-05-16T06:39:22Z,1404/02/26 10:09,مجید ح,nima50,twit,#شاخص_بورس قیمت جدید 800میلیون \nتصویر و مبلغ باورش سخته به بقول اون ریس جمهوری که هشت سال در قدرت بود و همه چیز را کاغذ پاره می‌دانست ، و باعث بانی 80سال عقب ماندگی شد کیلویی چند این نیسان؟\nو حالا یک عده در بازار بورس ایران سهام  شرکت‌هایی با مارکت زیر یک همت را حراج میکنند در صف فروش \nواقعا این تصویر و قیمت را میبینی بهت زده میشوی \nو بهت و تعجب بیشتر قیمتهای تابلو معاملات اوراق بی بهای بورس تهران است \nکه البته پایدار نخواهند ماند و اکثر آنها وعده دادیم 300الی 500درصد حداقل رشد خواهند کرد"
"457599604,2025-05-16T06:37:35Z,1404/02/26 10:07,مسعود,mgh5151,twit,#وسدید \nضمنا به یادتون بیارم سال ۹۸ وسدید ۹۰ تومن بود با یه بازگشایی ۱۷۰ تومن شروع کرد با ورود پول به بازار تابستان ۹۹ به ۵۰۰۰ رسید\nتاریخ مجدد تکرار میشه توافق پیش رو برابر است با ورود پول مثل سال ۹۸ پس قدر سهمتون رو تو این قیمت‌های نازل بدونید\nتازه اون موقع فراب هم به وسدید نرسیده بود👍🙏"
"457599560,2025-05-16T06:30:38Z,1404/02/26 10:00,محمد تنها,tanha1359,twit,#دماوند تنها راه حل مشکل نا ترازی انرژی افزایش قیمت هست بعد از توافق اولین کاری که صورت می گیره افزایش قیمت برق هست چون تا صنعت نیروگاهی سود ساز نشه بخش خصوصی سرمایه‌گذاری نخواهد کرد و دولت هم که به علت کسری بودجه شدید توان سرمایه‌گذاری نداره تولید برق بالا برود مشکل تعطیلی کارخانجات حل میشه و تولید رونق می گیره ."
"457599552,2025-05-16T06:29:27Z,1404/02/26 09:59,ebrahimbahmani,ebrahimbahmani,pull,من با پالرمو وcft"
"457599545,2025-05-16T06:29:03Z,1404/02/26 09:59,amirahmad darabi,amirahmad68,twit,#پخش سهمی که بارها بر ارزشمند بودن آن تاکید شد.\nبنیادی پخش با تعدیل مثبتی که در صورت های مای 1403 حساب رسی نشده داد سود خالص را رساند به حدود 100 تومان و P/E سهم به حدود 5.5 کاهش پیدا کرد که با توجه به مجمع پیش رو با تقسیم سود نقدی P/E سهم به حدود 4 خواهد رسید .تازه راه سهم برای 1200 تومان باز خواهد شد..\nتکنیکالی هم سهم با شکست ابر کومو و ساخت الگوی سر و شانه کف و شکست خط گردن عملا مقاومتی تا محدوده 950 تومان ندارد مگر ریسک سیستماتیک به بازار وارد شود.\nورود نقدینگی و پول هوشمند  به سهم هم با صف خرید بیش از 80 میلیونی سهم کاملا مشهود است."
"457599499,2025-05-16T06:23:58Z,1404/02/26 09:53,سهامدار,jafar83,twit,#تپکو انقدر این موضوع رو که آگاهی ندارین بولد نکنید تمام شرکت های موجود در بورس ارزش دفتری هر سهمش ۱۰۰ تومن می باشد و با قیمت تابلو فرق دارد"
